QUOTE,AUTHOR,CAT
The first rule of business is: Do other men for they would do you.,Charles Dickens,Men
"Certainly the best works, and of greatest merit for the public, have proceeded from the unmarried, or childless men.",Francis Bacon,Men
Beauty makes idiots sad and wise men merry.,George Jean Nathan,Men
"Time destroys the speculation of men, but it confirms nature.",Marcus Tullius Cicero,Men
All men were made by the Great Spirit Chief. They are all brothers.,Chief Joseph,Men
"Do not trust all men, but trust men of worth; the former course is silly, the latter a mark of prudence.",Democritus,Men
As a teenager I was so insecure. I was the type of guy that never fitted in because he never dared to choose. I was convinced I had absolutely no talent at all. For nothing. And that thought took away all my ambition too.,Johnny Depp,Teen
"We never really grow up, we only learn how to act in public.",Bryan White,Teen
As a teenager you are at the last stage in your life when you will be happy to hear that the phone is for you.,Fran Lebowitz,Teen
Being a teenager is an amazing time and a hard time. It's when you make your best friends - I have girls who will never leave my heart and I still talk to. You get the best and the worst as a teen. You have the best friendships and the worst heartbreaks.,Sophia Bush,Teen
Youth is the trustee of prosperity.,Benjamin Disraeli,Teen
"Adolescents are not monsters. They are just people trying to learn how to make it among the adults in the world, who are probably not so sure themselves.",Virginia Satir,Teen
"To an adolescent, there is nothing in the world more embarrassing than a parent.",Dave Barry,Teen
Heredity is what sets the parents of a teenager wondering about each other.,Laurence J. Peter,Teen
"Your modern teenager is not about to listen to advice from an old person, defined as a person who remembers when there was no Velcro.",Dave Barry,Teen
"So many people try to grow up too fast, and it's not fun! You should stay a kid as long as possible!",Vanessa Hudgens,Teen
"I wanted to be with the kind of people I'd grown up with, but you can't go back to them and be one of them again, no matter how hard you try.",Ethel Waters,Teen
"Growing up, I didn't have a lot of toys, and personal entertainment depended on individual ingenuity and imagination - think up a story and go live it for an afternoon.",Terry Brooks,Teen
My kids idea of a hard life is to live in a house with only one phone.,George Foreman,Teen
"Trouble is, kids feel they have to shock their elders and each generation grows up into something harder to shock.",Ben Lindsey,Teen
My teenage years were exactly what they were supposed to be. Everybody has their own path. It's laid out for you. It's just up to you to walk it.,Justin Timberlake,Teen
You have teenagers thinking they're going to make millions as NBA stars when that's not realistic for even 1 percent of them. Becoming a scientist or engineer is.,Dean Kamen,Teen
"I'm a teenager, but I'm independent - I have my own apartment, I have my own life. And I think I have learned more than any of those teenagers have in school. I learned to be responsible, leaving my family and coming here alone.",Adriana Lima,Teen
All teenagers have this desire to somehow run away.,Joan Chen,Teen
A fairly bright boy is far more intelligent and far better company than the average adult.,John B. S. Haldane,Teen
"Growing up, I've enjoyed hunting with my father.",Dale Earnhardt,Teen
Adolescence is just one big walking pimple.,Carol Burnett,Teen
"Friendships in childhood are usually a matter of chance, whereas in adolescence they are most often a matter of choice.",David Elkind,Teen
"Growing up, I wanted desperately to please, to be a good girl.",Claire Danes,Teen
"Family life itself, that safest, most traditional, most approved of female choices, is not a sanctuary: It is, perpetually, a dangerous place.",Margaret Drabble,Family
The attempt to redefine the family as a purely voluntary arrangement grows out of the modern delusion that people can keep all their options open all the time.,Christopher Lasch,Family
"Tennis just a game, family is forever.",Serena Williams,Family
I stay in tune with my family and God.,Regina King,Family
"If we abandon marriage, we abandon the family.",Michael Enzi,Family
"Pray in your family daily, that yours may be in the number of the families who call upon God.",Christopher Love,Family
"I am tortured when I am away from my family, from my children. I am horribly guilt-ridden.",Jessica Lange,Family
I find the family the most mysterious and fascinating institution in the world.,Amos Oz,Family
"A woman should be home with the children, building that home and making sure there's a secure family atmosphere.",Mel Gibson,Family
"I mean, I look at my dad. He was twenty when he started having a family, and he was always the coolest dad. He did everything for his kids, and he never made us feel like he was pressured. I know that it must be a great feeling to be a guy like that.",Adam Sandler,Family
Some of the most important conversations I've ever had occurred at my family's dinner table.,Bob Ehrlich,Family
You have to defend your honor. And your family.,Suzanne Vega,Family
I consider my mom and all my sisters my friends.,Alexa Vega,Family
"When you start about family, about lineage and ancestry, you are talking about every person on earth.",Alex Haley,Family
"When I'm ready, I plan to adopt. I still believe in family.",LaToya Jackson,Family
The left dismisses talk about the collapse of family life and talks instead about the emergence of the growing new diversity of family types.,Christopher Lasch,Family
"It's not that our family has no taste, it's just that our family's taste is inconsistent.",Dave Eggers,Family
"There are things that you cannot talk to your mother and father about, there are things that you cannot talk to your children about.",Shirley Knight,Family
A woman can plan when to have her family and how to support a family.,Kathleen Turner,Family
