@relation Camera__468Negetive556Positive-weka.filters.unsupervised.attribute.NominalToString-C1

@attribute 'Got this yesterday and like it, had before. Just to note, PowerShot A2500 is an entry-level pocket camera which is very similar to PowerShot A2300: 16-megapixel 1/2.3\" sensor, DiGiC 4 processor, and 5x zoom 28mm wide angle lens, 2.7\" LCD. Even 720p HD video capabilities are the same.Pros:1. What really distinguishes it from its predecessor is Smart Auto Mode recognizing 32 shooting environments and adjusts settings for better quality. It automatically selects the best shooting settings for optimal quality based on the environmental factors (lightning I guess) to provide point\'n\'shoot simplicity.2. 16.0 Megapixels, with loads of resolution pictures are still clear. High resolution is also good for producing biggest printouts.3. 5x Optical Zoom is sufficient in most cases.4. DIGIC 4 Image Processor. Not as fast as DIGIC 5 though fast and powerful enough to give you advanced system options, provide quick-shoot with reliable performance and low battery consumption. As far as I know DIGIC 4 is currently Canon\'s most efficient processor for budget cameras. BTW it has some Eco mode, that is said to be providing even faster warm-up times and saves the standard battery, but I haven\'t tested it yet.5. Very lightweight, just put it into your pocket, can take it everywhere.6. Price tag - $99. You can\'t get any better camera for the price.Cons:1. Like A2300 it lacks optical image stabilization, though it\'s got digital image stabilization.2. 1/2.3\" sensor. Well, entry level CCD providing good pictures, not of a DSLR quality, that\'s all I can say.Summary:Sure this is not the best camera in the world. I definitely knew it when I bought the camera. BUT, I was pleasantly surprised with the quality of pictures I shot.If you\'re like me (not a pro) and looking for a budget point-and-shoot camera taking family photos and events, mostly shoot in daylight or good lighting, I\'d definitely recommend it, taking into account its price tag of $99 - just about right.' string
@attribute ' positive' {' positive',' negetive'}

@data
'I used to have a Nikon Coolpix, I liked it but had some issues it didn\'t last long. I replaced it with this canon and haven\'t had any issues. It works well, great battery life, handy size, quality pictures, user friendly. I lost the first canon I had and this is my second one.',' positive'
'When you get older, those so and so view screens, no matter how large, are a pain. They wash out in sunlight and we seniors must put on our reading glasses to even view them. Finally someone came out with a lower end camera with an optical finder! The camera is for my wife who wanted a simple to operate camera with reasonable picture quality. This was it and for only $79, a steal in my experience. We highly recommend this for anyone wanting a compact, versatile, and dependable camera for those \"snapshots\".',' positive'
'very good pictures, very durable, gentle with the batteries(simple AA last forever), I\'m using it with rechargeable,- very happy with it.',' positive'
'Shipping was efficient. Great product for such a good price. I purchased a 32g, 45mb SD Card and it works well with the camera.',' positive'
'I am not very techie and I can handle this camera just fine.  It makes good pictures.  It seems very sturdy.',' positive'
'Good camera for my husband who wants simple controls, AA batteries so we don\'t worry about trying to charge in the middle of the day and lightweight.  Also helps that it takes good pictures!  It is getting harder and harder to find cameras that still take AA batteries, so I buy them when I can.',' positive'
'Excellent camera for what was needed and being able to use AA batteries instead of the ones that need to be recharged is a real plus.',' positive'
'Easy to use.  My daughter got one and advised me to get one too.  I need it to document my quilts.',' positive'
'I have always been a fan of Canon and own an XL2 and a T4i but sometimes they stay at home or in the case due to their size and set-up requirements. Having decided to get a point and shoot I quickly decided that the A 1400 was the right choice for me. Easy to learn and use, small enough to fit in a shirt pocket, and powered by AA batteries it makes shooting photos and 720p video a breeze and now I never leave home without it.',' positive'
'I bought this to take to Peru, as mine had died.  I was pretty nervous taking an untested camera on an amazing adventure.  But, it worked great!  The photos are amazing (for a point and shoot).  All my photos turned out great, and the battery life lasted longer than my last camera, which was also a Canon PowerShot.',' positive'
'This is a good little camera for the money. Lot\'s of modes to choose from and they did perform well. I reconend it for a pocket knock around or do what I did buy it for son for his first camera.',' positive'
'I have not had a digital camera for a number of years.  I am very pleased that I chose the PowerShot 1400.  The price is definitely right and it works great.  The manual takes a long time to download (215 pages), but it is worth having.',' positive'
'For the price, it has features of more expensive cameras. Perfect for the advanced beginner. Prefer the fact that it uses AA batteries instead of a battery pack so once you remember to pack some extra AAs, you shouldn\'t miss anything.',' positive'
'Having a camera with a viewfinder makes it so much easier to compose a picture in bright daylight and also makes holding the camera steady much easier than holding a camera with outstretched arms.',' positive'
'The viewfinder and stabilizer are wonderful. You can now see what you are taking a photo off when it is sunny out and you don\'t have to worry about camera settings. Great camera to take anywhere.',' positive'
'I bought four of these (prior version) cameras for school and one for the school auction/dance (auctioned off with 4 hours of my time for photo instruction, etc.).Anyhow - I LOVE these cameras. AA batts so I don\'t have to worry about whether the camera is charged or not. (I have a PowerShot SX210 with two lithium batts, personally. But for school, recharging batts is no good - the cameras might sit on the shelf for a while and lose charge and I don\'t want to buy extra $60 batts for them.)So...kids use them, mostly, to shoot videos. Being able to take the SCCard out of the camera and put it into a small SD Card reader is just so easy. Forget about the USB cable. Most laptops now come with SD slots in them so you can pop the card out of the camera and into your laptop - how much easier is that??I think this is an EXCELLENT --> ENTRY LEVEL <-- camera for kids, particularly; but, really, anyone who wants to start learning about photography. Yeah, it lacks a lot of bells and whistles a lot of the other P&S cameras have, but that\'s GREAT because there is nothing to distract you from learning how to \"see\" a good photo and learn all about the \"photographer\'s eye\".I\'ve also felt that it\'s good not having too much stuff on a device because then you can really learn what you are missing and KNOW what to look for when you\'re ready to move up to the next level.I think a lot of folks \"overbuy\" in a camera, especially, and then either get frustrated with it because there just is too much to learn or, worse, just don\'t use the camera.The price is right - the camera is more than capable of taking great photos. I plan to buy some more for the school.',' positive'
'This is a  very nice portable camera.  It is very nice for road trips in the car and motorcycle.  It takes great pictures.',' positive'
'This camera is more compact tha my other camera that was stolen. I pirchase a cheap camera for $15.00 and was very unhappy with the pictures. Saved for this camera and WOW what a difference. I have purchased Canon cameras for 10 + years and have never been disappointed. Highly recommend purchasing for the ease of use for those of us that just want to take pictures.',' positive'
